Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount,
"Food/Drink","Restaurants","02/05/2013"," ","EL FARO","CHECK CRD PURCHASE 02/04 EL FARO                 SAN FRANCISCO CA 434256XXXXXX4992 083035730246925                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$8.10",
"Food/Drink","Restaurants","02/04/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 01/30 ESCAPE FROM NEW YO      SAN FRANCISCO CA 434256XXXXXX4992 083030750235991                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$8.30",
"Food/Drink","Restaurants","01/28/2013"," ","SOUTHERN PACIFIC B","CHECK CRD PURCHASE 01/26 SOUTHERN PACIFIC B      SAN FRANCISCO CA 434256XXXXXX4992 163027275953564                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$13.00",
"Food/Drink","Restaurants","01/23/2013"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 01/22 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX3671 283022729273377                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.75",
"Food/Drink","Restaurants","01/22/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 01/17 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX3671 083017716577971                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$5.70",
"Food/Drink","Restaurants","01/22/2013"," ","MAD DOG IN THE FOG","CHECK CRD PURCHASE 01/19 MAD DOG IN THE FOG      SAN FRANCISCO CA 434256XXXXXX3671 283019081047652                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$39.88",
"Food/Drink","Restaurants","01/22/2013"," ","ROUND TABLE PIZZA","CHECK CRD PURCHASE 01/20 ROUND TABLE PIZZA       SAN FRANCISCO CA 434256XXXXXX3671 163021012532548                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$31.27",
"Food/Drink","Restaurants","01/18/2013"," ","AYOLA KEARNY","CHECK CRD PURCHASE 01/16 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX3671 163016725661730                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.33",
"Food/Drink","Restaurants","01/16/2013"," ","CHILI UP","CHECK CRD PURCHASE 01/15 CHILI UP                SAN FRANCISCO CA 434256XXXXXX3671 283015740760308                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.40",
"Food/Drink","Restaurants","01/15/2013"," ","BURGER URGE","CHECK CRD PURCHASE 01/14 BURGER URGE             SAN FRANCISCO CA 434256XXXXXX3671 083015133865423                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$14.19",
"Food/Drink","Restaurants","01/11/2013"," ","AYOLA KEARNY","CHECK CRD PURCHASE 01/09 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX3671 283009734828319                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.33",
"Food/Drink","Restaurants","01/11/2013"," ","LEE'S KITCHEN","CHECK CRD PURCHASE 01/10 LEE'S KITCHEN           SAN FRANCISCO CA 434256XXXXXX3671 003010730147571                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.80",
"Food/Drink","Restaurants","01/10/2013"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 01/07 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX3671 163007736637585                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.90",
"Food/Drink","Restaurants","01/09/2013"," ","CAFE VENUE","CHECK CRD PURCHASE 01/08 CAFE VENUE              SAN FRANCISCO CA 434256XXXXXX3671 003008732377639                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.72",
"Food/Drink","Restaurants","01/04/2013"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 01/03 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX3671 163003724016797                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.84",
"Food/Drink","Restaurants","01/02/2013"," ","POWAY'S IRISH PUB","CHECK CRD PURCHASE 01/01 POWAY'S IRISH PUB       POWAY         CA 434256XXXXXX3671 003001269829187                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$33.00",
"Food/Drink","Restaurants","01/02/2013"," ","POWAY'S IRISH PUB","CHECK CRD PURCHASE 01/01 POWAY'S IRISH PUB       POWAY         CA 434256XXXXXX3671 163001282698244                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$25.00",
"Food/Drink","Restaurants","01/02/2013"," ","T.G.I. FRIDAY'S","CHECK CRD PURCHASE 12/31 TGI FRIDAY'S #1940      SAN DIEGO     CA 434256XXXXXX3671 003001176296355                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$66.84",
"Food/Drink","Restaurants","12/31/2012"," ","TORONADO","CHECK CRD PURCHASE 12/30 TORONADO SAN DIEGO      SAN DIEGO     CA 434256XXXXXX3671 082365345277019                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.00",
"Food/Drink","Restaurants","12/31/2012"," ","TYPHOON SALOON FRE","CHECK CRD PURCHASE 12/30 TYPHOON SALOON/FRE      SAN DIEGO     CA 434256XXXXXX3671 282366012721773                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$36.89",
"Food/Drink","Restaurants","12/20/2012"," ","THE CITRUS CLUB","CHECK CRD PURCHASE 12/18 THE CITRUS CLUB         SAN FRANCISCO CA 434256XXXXXX3671 082354077145482                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$20.89",
"Food/Drink","Restaurants","12/17/2012"," ","BEACH CHALET","CHECK CRD PURCHASE 12/16 BEACH CHALET            SAN FRANCISCO CA 434256XXXXXX3671 002351744271272                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$35.50",
"Food/Drink","Restaurants","12/17/2012"," ","OLIVE SF","CHECK CRD PURCHASE 12/14 OLIVE SF                SAN FRANCISCO CA 434256XXXXXX3671 082350096561692                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$46.02",
"Food/Drink","Restaurants","12/17/2012"," ","RAGAZZA","CHECK CRD PURCHASE 12/14 RAGAZZA                 SAN FRANCISCO CA 434256XXXXXX3671 002350113974800                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$18.44",
"Food/Drink","Restaurants","12/12/2012"," ","ACME BURGERHAUS","CHECK CRD PURCHASE 12/09 ACME BURGERHAUS         SAN FRANCISCO CA 434256XXXXXX3671 002344849918656                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$24.74",
"Food/Drink","Restaurants","12/10/2012"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 12/07 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX3671 162342768082616                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.70",
"Food/Drink","Restaurants","12/10/2012"," ","SQ OAKSIDE CAFE","CHECK CRD PURCHASE 12/09 SQ *OAKSIDE CAFE        San Francisco CA 434256XXXXXX3671 082344697981206                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.90",
"Food/Drink","Restaurants","12/07/2012"," ","BURBANK AIRPORT FO","CHECK CRD PURCHASE 12/06 BURBANK AIRPORT FO      BURBANK       CA 434256XXXXXX3671 002341758814922                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.91",
"Food/Drink","Restaurants","12/06/2012"," ","NOPALITO","CHECK CRD PURCHASE 12/04 NOPALITO  # 1           SAN FRANCISCO CA 434256XXXXXX3671 282340186966803                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$97.21",
"Food/Drink","Restaurants","12/05/2012"," ","ALEMBIC","CHECK CRD PURCHASE 12/01 ALEMBIC                 SAN FRANCISCO CA 434256XXXXXX3671 162337167078479                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$26.00",
"Food/Drink","Restaurants","12/04/2012"," ","LEE'S KITCHEN","CHECK CRD PURCHASE 12/03 LEE'S KITCHEN           SAN FRANCISCO CA 434256XXXXXX3671 002338727809560                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.22",
"Food/Drink","Restaurants","12/03/2012"," ","ESCAPE FRM NEW YRK","CHECK CRD PURCHASE 12/02 ESCAPE FRM NEW YRK      SAN FRANCISCO CA 434256XXXXXX3671 082337301524860                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$3.85",
"Food/Drink","Restaurants","12/03/2012"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 11/28 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX3671 282333730153497                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.13",
"Food/Drink","Restaurants","12/03/2012"," ","GREENBURGERS","CHECK CRD PURCHASE 11/30 GREENBURGERS            SAN FRANCISCO CA 434256XXXXXX3671 162336182112284                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.97",
"Food/Drink","Restaurants","11/30/2012"," ","EL FARO","CHECK CRD PURCHASE 11/29 EL FARO                 SAN FRANCISCO CA 434256XXXXXX3671 162334713472109                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.08",
"Food/Drink","Restaurants","11/30/2012"," ","SUTTER PUB","CHECK CRD PURCHASE 11/27 SUTTER PUB              SAN FRANCISCO CA 434256XXXXXX3671 282333184564474                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$21.49",
"Food/Drink","Restaurants","11/26/2012"," ","BLACK SHEEP BAR &","CHECK CRD PURCHASE 11/25 BLACK SHEEP BAR &       SAN LUIS OBIS CA 434256XXXXXX3671 282330204996007                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$44.58",
"Food/Drink","Restaurants","11/26/2012"," ","FROG & PEACH PUB","CHECK CRD PURCHASE 11/25 FROG & PEACH PUB        SAN LUIS OBIS CA 434256XXXXXX3671 002330265616321                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$37.50",
"Food/Drink","Restaurants","11/15/2012"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 11/12 ESCAPE FROM NEW YO      415-4210700   CA 434256XXXXXX3671 002317718236396                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.67",
"Food/Drink","Restaurants","11/13/2012"," ","THE CITRUS CLUB","CHECK CRD PURCHASE 11/09 THE CITRUS CLUB         SAN FRANCISCO CA 434256XXXXXX3671 002315115611948                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$26.96",
"Food/Drink","Restaurants","11/08/2012"," ","AYOLA KEARNY","CHECK CRD PURCHASE 11/06 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX3671 162311739665680                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.30",
"Food/Drink","Restaurants","11/08/2012"," ","LEE'S KITCHEN","CHECK CRD PURCHASE 11/07 LEE'S KITCHEN           SAN FRANCISCO CA 434256XXXXXX3671 162312715450792                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.78",
"Food/Drink","Restaurants","11/02/2012"," ","BURBANK AIRPORT FO","CHECK CRD PURCHASE 11/01 BURBANK AIRPORT FO      BURBANK       CA 434256XXXXXX3671 162306725979241                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.76",
"Food/Drink","Restaurants","10/29/2012"," ","INDIAN OVEN","CHECK CRD PURCHASE 10/26 INDIAN OVEN             SAN FRANCISCO CA 434256XXXXXX3671 282301060859287                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$38.64",
"Food/Drink","Restaurants","10/29/2012"," ","ROUND TABLE PIZZA","CHECK CRD PURCHASE 10/27 ROUND TABLE PIZZA       SAN FRANCISCO CA 434256XXXXXX3671 082301857862289                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$50.72",
"Food/Drink","Restaurants","10/26/2012"," ","AYOLA KEARNY","CHECK CRD PURCHASE 10/23 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX3671 162297687139022                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.77",
"Food/Drink","Restaurants","10/25/2012"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 10/24 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX3671 282298696284259                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.96",
"Food/Drink","Restaurants","10/23/2012"," ","CAFE VENUE","CHECK CRD PURCHASE 10/22 CAFE VENUE              SAN FRANCISCO CA 434256XXXXXX3671 162296672485819                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.52",
"Food/Drink","Restaurants","10/22/2012"," ","BURGERMEISTER CAST","CHECK CRD PURCHASE 10/18 BURGERMEISTER CAST      SAN FRANCISCO CA 434256XXXXXX3671 002292131909735                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$11.25",
"Food/Drink","Restaurants","10/22/2012"," ","PATXIS PIZZA","CHECK CRD PURCHASE 10/20 PATXIS PIZZA            SAN FRANCISCO CA 434256XXXXXX3671 002294852253886                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$33.53",
"Food/Drink","Restaurants","10/22/2012"," ","ZAZIE","CHECK CRD PURCHASE 10/20 ZAZIE                   SAN FRANCISCO CA 434256XXXXXX3671 162294710049662                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$54.51",
"Food/Drink","Restaurants","10/12/2012"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 10/11 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX3671 082285706331856                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.96",
"Food/Drink","Restaurants","10/11/2012"," ","CAFE VENUE","CHECK CRD PURCHASE 10/10 CAFE VENUE              SAN FRANCISCO CA 434256XXXXXX3671 002284700111789                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.95",
"Food/Drink","Restaurants","10/09/2012"," ","DANNY COYLE'S","CHECK CRD PURCHASE 10/06 DANNY COYLE'S           SAN FRANCISCO CA 434256XXXXXX3671 002281104860940                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$25.00",
"Food/Drink","Restaurants","10/04/2012"," ","MAD DOG IN THE FOG","CHECK CRD PURCHASE 10/03 MAD DOG IN THE FOG      SAN FRANCISCO CA 434256XXXXXX3671 082277074243895                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$17.15",
"Food/Drink","Restaurants","10/02/2012"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 10/01 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX3671 082275691093698                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$6.50",
"Food/Drink","Restaurants","10/01/2012"," ","BAR CRUDO","CHECK CRD PURCHASE 09/28 BAR CRUDO               SAN FRANCISCO CA 434256XXXXXX3671 282272143054115                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$85.70",
"Food/Drink","Restaurants","10/01/2012"," ","PATXIS PIZZA","CHECK CRD PURCHASE 09/29 PATXIS PIZZA            SAN FRANCISCO CA 434256XXXXXX3671 002274067854425                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$42.38",
"Food/Drink","Restaurants","09/28/2012"," ","SUPER DUPER BURGER","CHECK CRD PURCHASE 09/27 SUPER DUPER BURGER      SAN FRANCISCO CA 434256XXXXXX3671 162271698293610                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.03",
"Food/Drink","Restaurants","09/21/2012"," ","LEE'S DELI-MONTGOM","CHECK CRD PURCHASE 09/20 LEE'S DELI-MONTGOM      SAN FRANCISCO CA 434256XXXXXX3671 162264707564027                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.30",
"Food/Drink","Restaurants","09/20/2012"," ","CAFE VENUE","CHECK CRD PURCHASE 09/19 CAFE VENUE              SAN FRANCISCO CA 434256XXXXXX3671 282263701843438                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.70",
"Food/Drink","Restaurants","09/17/2012"," ","BOURBON AND BRANCH","CHECK CRD PURCHASE 09/16 BOURBON AND BRANCH      SAN FRANCISCO CA 434256XXXXXX3671 082260162144601                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$160.59",
"Food/Drink","Restaurants","09/17/2012"," ","ESCAPE FROM NEW YO","CHECK CRD PURCHASE 09/14 Escape From New Yo      415-4210700   CA 434256XXXXXX3671 282258705268214                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$5.80",
"Food/Drink","Restaurants","09/14/2012"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 09/13 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX3671 002257702659257                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.96",
"Food/Drink","Restaurants","09/12/2012"," ","EL FARO MEXICAN FO","CHECK CRD PURCHASE 09/11 EL FARO MEXICAN FO      SAN FRANCISCO CA 434256XXXXXX3671 082255700259274                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.09",
"Food/Drink","Restaurants","09/11/2012"," ","SUPER DUPER BURGER","CHECK CRD PURCHASE 09/10 SUPER DUPER BURGER      SAN FRANCISCO CA 434256XXXXXX3671 282254683760225                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.82",
"Food/Drink","Restaurants","09/07/2012"," ","CHINA FUN EXPRESS","CHECK CRD PURCHASE 09/06 CHINA FUN EXPRESS       SAN FRANCISCO CA 434256XXXXXX3671 282250691718194                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.73",
"Food/Drink","Restaurants","09/04/2012"," ","NEWASIA ASIAN CUIS","CHECK CRD PURCHASE 08/31 NEWASIA ASIAN CUIS      SAN FRANCISCO CA 434256XXXXXX3671 162244694804022                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.96",
"Food/Drink","Restaurants","08/29/2012"," ","CAFE VENUE","CHECK CRD PURCHASE 08/28 CAFE VENUE              SAN FRANCISCO CA 434256XXXXXX3671 082241699411976                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$10.38",
"Food/Drink","Restaurants","08/29/2012"," ","MEMPHIS MINNIES","CHECK CRD PURCHASE 08/25 MEMPHIS MINNIES         SAN FRANCISCO CA 434256XXXXXX3671 162239045357455                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$31.52",
"Food/Drink","Restaurants","08/22/2012"," ","AYOLA (KEARNY)","CHECK CRD PURCHASE 08/20 AYOLA (KEARNY)          SAN FRANCISCO CA 434256XXXXXX3671 282233680861387                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$9.77",
"Food/Drink","Restaurants","08/13/2012"," ","EL FARO MEXICAN FO","CHECK CRD PURCHASE 08/10 EL FARO MEXICAN FO      SAN FRANCISCO CA 434256XXXXXX3671 282223700884014                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.08",
"Food/Drink","Restaurants","08/13/2012"," ","RAGAZZA","CHECK CRD PURCHASE 08/10 RAGAZZA LLC             SANFRANCISO   CA 434256XXXXXX3671 082224082930570                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$40.14",
"Food/Drink","Restaurants","08/09/2012"," ","CHILI UP","CHECK CRD PURCHASE 08/08 CHILI UP                SAN FRANCISCO CA 434256XXXXXX3671 162221683105848                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.40",
"Food/Drink","Restaurants","07/31/2012"," ","INDIAN OVEN","CHECK CRD PURCHASE 07/29 INDIAN OVEN             SAN FRANCISCO CA 434256XXXXXX3671 082212090215756                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$41.84",
"Food/Drink","Restaurants","07/30/2012"," ","CAFE VENUE","CHECK CRD PURCHASE 07/27 CAFE VENUE              SAN FRANCISCO CA 434256XXXXXX3671 002209687773806                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$11.45",
"Food/Drink","Restaurants","07/30/2012"," ","SQ OAKSIDE CAFE","CHECK CRD PURCHASE 07/29 SQ *OAKSIDE CAFE        SF            CA 434256XXXXXX3671 162211621396136                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.90",
"Food/Drink","Restaurants","07/27/2012"," ","SUPER DUPER BURGER","CHECK CRD PURCHASE 07/26 SUPER DUPER BURGER      SAN FRANCISCO CA 434256XXXXXX3671 002208705612176                               ?MCC=5812","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$12.66",
